,Unnamed: 0,smiles,pXC50,Original_Entry_ID,DB,MW,HA,HD,logP,Lipinski rule
430,19959,BrC1=CC=C(N=NC2=C(O)C=C(N(CC)CC)C=C2)N=C1,5.1260142326355,5911417,pubchem_screening,349.232,5,1,4.8113,True
431,19961,C/1(\N(C(=O)CS1)CCC)=N\C=2C=CC=CC2,5.12619304656982,CHEMBL182793,chembl20,234.324,3,0,2.6595,True
433,19966,S1/C(/N(CCC)C(=O)C1)=N\C2=CC=CC=C2,5.12619304656982,399675,pubchem,234.324,3,0,2.6595,True
434,20170,O=C1N(N(C(C1=NC(=O)/C(=C/C2=C(N=C3N(C2=O)C=CC=C3)N4CCCCC4)/C#N)C)C)C5=CC=CC=C5,5.12621450424194,CHEMBL1869846,chembl20,509.57,8,0,2.84148,False
436,20175,O=C1N2C(=NC(N3CCCCC3)=C1/C=C(/C(=O)N=C4C(N(N(C4=O)C5=CC=CC=C5)C)C)\C#N)C=CC=C2,5.12621450424194,1841038,pubchem,509.57,8,0,2.84148,False
437,20360,OC=1N(C(O)=CC1NC2C(CCCC2)C)C3=CC=CC=C3,5.12623691558838,3135045,pubchem_screening,286.375,4,3,3.8791,True
438,20361,S(C(CC)C(=O)N)C1=NC=2N(N=CC2C(SCCC)=N1)C3=CC=CC=C3,5.12640762329102,44346383,pubchem,387.534,7,1,3.6736,True
440,20365,OC1=C(C=NN2CCCCC2)C=CC=C1O,5.12645053863525,6299197,pubchem,220.272,4,2,1.9176,True
441,20519,OC1=C(/C=N/N2CCCCC2)C=CC=C1O,5.12645053863525,CHEMBL3211815,chembl20,220.272,4,2,1.9176,True
442,20527,C1=2C(C=3C(N=C1OCC4CCN(CCC)CC4)=CC=CC3)=NC=CC2,5.12647294998169,CHEMBL2181171,chembl20,335.451,4,0,4.2838,True
443,20528,O(CC1CCN(CC1)CCC)C2=NC=3C(C4=NC=CC=C24)=CC=CC3,5.12647294998169,71462777,pubchem,335.451,4,0,4.2838,True
445,20534,O=C(N1C(CCCC1)C)C2=CC3=C(C=C2O)C=CC=C3,5.12703990936279,2988641,pubchem,269.344,2,1,3.56,True
446,20692,O=C(N1C(CCCC1)C)C=2C(O)=CC3=C(C2)C=CC=C3,5.12703990936279,CHEMBL1606728,chembl20,269.344,2,1,3.56,True
448,20698,S(CC(=O)N(CC)CC)C=1N=C2C(=C(O)N1)C=CC=C2,5.12725639343262,698657,pubchem,291.376,5,1,2.2959,True
449,20936,S(C1=NC2=C(C(O)=N1)C=CC=C2)CC(=O)N(CC)CC,5.12725639343262,CHEMBL1338135,chembl20,291.376,5,1,2.2959,True
451,20941,O=C1N(CCCCCC)C=NC=2N(/N=C/C=3OC=CC3)C4=NC=5C(N=C4C21)=CC=CC5,5.12731695175171,9568674,pubchem,414.469,8,0,4.3499,True
452,21145,O=C1N(C=NC=2N(/N=C/C=3OC=CC3)C4=NC=5C(N=C4C21)=CC=CC5)CCCCCC,5.12731695175171,CHEMBL1998234,chembl20,414.469,8,0,4.3499,True
454,21160,OC1=C(C=NN2CCCCC2)C=CC=C1,5.12754726409912,5885402,pubchem,204.273,3,1,2.212,True
455,21362,OC1=C(/C=N/N2CCCCC2)C=CC=C1,5.12754726409912,CHEMBL3191709,chembl20,204.273,3,1,2.212,True
456,21366,C=1(N(C=C(N1)C(O)NO)CC2=CC3=CC=CC=C3C=C2)O,5.12822246551514,CHEMBL278366,chembl20,285.303,6,4,1.7599,True
458,21368,O1C=C(O)C(C(=NCCC2=CC(OC)=C(OC)C=C2)C)=C1O,5.1282753944397,788522,pubchem_screening,305.33,6,2,2.7597,True
459,21371,C=12N=C(OCCC)N(C(C1C=NN2C=3C=CC=CC3)=O)C,5.12848424911499,CHEMBL109310,chembl20,284.319,6,0,1.908,True
460,21372,C1=CC(NC2=NC=NC(=C2/C=N/N3CCN(CC3)CCO)N)=CC=4C=NN(CC5=CC=CC(F)=C5)C41,5.12870311737061,CHEMBL514566,chembl20,489.559,10,3,2.2833,False
462,21377,O1C(=C(O)C(C(=NCCC2=CC(OC)=C(OC)C=C2)C)=C1O)C3=CC=CC=C3,5.12880373001099,6283963,pubchem,381.428,6,2,4.4267,True
463,21577,O1C(=C(O)C(=C1O)/C(=N/CCC=2C=C(OC)C(OC)=CC2)/C)C3=CC=CC=C3,5.12880373001099,CHEMBL3195326,chembl20,381.428,6,2,4.4267,True
464,21585,S(O)(O)(N=CCC=1C=C(OC)C(OC)=CC1)=CC,5.12914562225342,CHEMBL1586742,chembl20,273.354,5,3,2.5371,True
466,21592,S(O)(O)(N=CCC1=CC(OC)=C(OC)C=C1)=CC,5.12914562225342,896384,pubchem,273.354,5,3,2.5371,True
467,21830,S=1(N(C(C(O)=NO)=CC1)CCC=2C=CC(=CC2)C=3C=CC=CC3)(O)O,5.12922859191895,CHEMBL99733,chembl20,360.435,5,5,3.6414,False
468,21831,S=1(O)(O)N(C(=CC1)C(O)=NO)CCC2=CC=C(C=C2)C3=CC=CC=C3,5.12922859191895,10109170,pubchem,360.435,5,5,3.6414,False
470,21835,O1C=2C(=CC(CC)=CC2)C(=O)C=C1C(=O)N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C,5.12947607040405,16013376,pubchem_screening,403.438,5,0,3.2187,True
471,21869,O1C(C(=O)N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3)=CC(=O)C=4C1=CC=C(C4)CC,5.12947607040405,CHEMBL1514413,chembl20,403.438,5,0,3.2187,True
472,21871,S=1(N(C(C(O)=NO)=CC1)CC=2C=CC(=CC2)C3=CC=CC=C3)(O)O,5.12949323654175,CHEMBL100754,chembl20,346.408,5,5,3.5989,False
473,21874,S(N=C1[C@@H](C=2C=C(F)C=CC2)CCC1)(O)(O)=C(C)C,5.12998723983765,CHEMBL307094,chembl20,285.384,3,3,4.1443,True
474,21875,OC(C=1C=2OC(=O)C=CC2C=CC1OC)C(O)C(C)=C,5.1300745010376,389002,pubchem_screening,276.288,5,2,1.772,True
475,21883,S1C2=NC=NC(N(CC)CC)=C2C=C1,5.13011407852173,2808589,pubchem_screening,207.302,4,0,2.5375,True
476,21886,C(O)(CC=1C=C2C=CC(=CC2=CC1)OC)=NO,5.13037586212158,CHEMBL426039,chembl20,231.251,3,2,2.7366,True
477,21887,O=C1N(N(C(C1=NC(=O)CN2N=C(C=3C(C2=O)=CC=CC3)C(=O)O)C)C)C4=CC=CC=C4,5.13055562973022,CHEMBL1339929,chembl20,433.424,7,1,1.3444,True
479,21891,O=C1N(N(C(C1=NC(=O)CN2N=C(C=3C(C2=O)=CC=CC3)C(O)=O)C)C)C4=CC=CC=C4,5.13055562973022,2363621,pubchem,433.424,7,1,1.3444,True
481,22137,OC=1C=2C(N=CC1C(O)=O)=CC=C(C2)CC,5.13075160980225,721200,pubchem_screening,217.224,3,2,2.201,True
482,22140,S(C=1N=C(C=C(O)N1)CCC)CC(=O)N=C2C(=O)N(N(C2C)C)C3=CC=CC=C3,5.13087224960327,CHEMBL1396581,chembl20,413.503,7,1,2.4765,True
483,22141,O=C1N(N(C(C1=NC(=O)C2=C3C(=NC(O)=C2)C=CC=C3)C)C)C4=CC=CC=C4,5.13088321685791,CHEMBL1344055,chembl20,374.4,5,1,2.8037,True
485,22145,O=C1N(N(C(C1=NC(=O)C=2C=3C(N=C(O)C2)=CC=CC3)C)C)C4=CC=CC=C4,5.13088321685791,2449863,pubchem,374.4,5,1,2.8037,True
486,22357,S(C=1N=C2N(N=CC2=C(O)N1)C3=CC=CC=C3)C(C(OC)=O)CC,5.13090467453003,CHEMBL1520965,chembl20,344.396,8,1,2.5648,True
488,22363,S(C(CC)C(OC)=O)C1=NC=2N(N=CC2C(O)=N1)C3=CC=CC=C3,5.13090467453003,3277374,pubchem,344.396,8,1,2.5648,True
489,22599,FC(F)(F)C=1N2N=C(O)C(N=NC3=CC=CC=C3)=C2N=C(C1)C,5.13099908828735,CHEMBL1548055,chembl20,321.262,6,1,4.17752,True
491,22615,FC(F)(F)C=1N2N=C(O)C(/N=N/C3=CC=CC=C3)=C2N=C(C1)C,5.13099908828735,16187632,pubchem,321.262,6,1,4.17752,True
492,22811,O=C(NC1CCN(CC1)CC2=CC=3C(C=C2)=CC=CC3)C4=CC(O)=CC=C4,5.13114547729492,44417984,pubchem,360.457,3,2,3.9398,True
495,22951,S(O)(O)(N=C1CCCC1)=CCNC(=O)C=2C=CC=CC2,5.13127994537354,CHEMBL1704750,chembl20,296.392,4,4,2.6315,True
496,22954,C(C1=CC(=CC=C1)F)(=O)NCC2=CN=C(S2)NC3=NC=NC4=CC(=C(C=C34)OC)OCCCN5CCC(CC5)CO,5.13146781921387,CHEMBL201263,chembl20,580.686,10,3,4.3808,False
497,22955,OS=1(O)=CCC=2N=C(N=C(N3[C@@H](COCC3)C)C2C1)C4=CC=C(C=C4)N=C(NCC)O,5.13149976730347,CHEMBL2063755,chembl20,445.545,7,4,2.7829,True
498,22956,OS=1(O)=CCC=2N=C(N=C(N3[C@H](COCC3)C)C2C1)C=4C=CC(=CC4)N=C(NCC)O,5.13149976730347,CHEMBL2063756,chembl20,445.545,7,4,2.7829,True
500,22960,OC=1N(CC2N(CCC2)CC)C=NC=3C1N=C4C3C=CC(OC)=C4,5.13152027130127,4327205,pubchem,326.4,6,1,2.7346,True
502,23183,OC=1N(CC2N(CCC2)CC)C=NC=3C1N=C4C3C=C(OC)C=C4,5.13152027130127,3617975,pubchem,326.4,6,1,2.7346,True
503,23369,OC=1N(C=NC=2C1N=C3C2C=C(OC)C=C3)CC4N(CCC4)CC,5.13152027130127,CHEMBL1401148,chembl20,326.4,6,1,2.7346,True
504,23373,OC=1N(C=NC=2C1N=C3C2C=CC(OC)=C3)CC4N(CCC4)CC,5.13152027130127,CHEMBL1306957,chembl20,326.4,6,1,2.7346,True
506,23379,S1/C(/N(C(=C1)C)C)=N/C(=O)C=2C=CC=CC2,5.13169479370117,900891,pubchem,232.308,3,0,2.13612,True
507,23584,S1/C(/N(C(=C1)C)C)=N\C(=O)C=2C=CC=CC2,5.13169479370117,CHEMBL1976236,chembl20,232.308,3,0,2.13612,True
509,23599,S(C=1N(CC(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)C=4C(N1)=CC=CC4)C,5.1317310333252,1515698,pubchem,407.499,6,0,3.0079,True
510,23839,S(C=1N(C=2C(N1)=CC=CC2)CC(=O)N=C3C(=O)N(N(C3C)C)C4=CC=CC=C4)C,5.1317310333252,CHEMBL1388606,chembl20,407.499,6,0,3.0079,True
511,23840,OC(=NO)[C@@H](N)CC=1C=CC(O)=CC1,5.13192319869995,256524,pubchem,196.206,4,4,0.607699999999999,True
512,23847,C1=C(O)C=CC(C[C@@H](C(O)=NO)N)=C1,5.13192319869995,CHEMBL217863,chembl20,196.206,4,4,0.6077,True
514,23853,BrC1=CC=2C(N=NC(=S)N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C)=C(O)NC2C=C1,5.13210678100586,5534493,pubchem,485.367,5,2,4.72770000000001,True
517,24197,OC1=NC(O)=NC(O)=C1C=NC=2C=CC(N(CC)CC)=CC2,5.13211536407471,CHEMBL1500993,chembl20,302.334,7,3,2.1902,True
520,24364,S=1(O)(O)=CC2N(/C(/SC2C1)=N/C(=O)C3CC3)C4=CC=CC=C4,5.13255929946899,CHEMBL3211410,chembl20,336.438,4,2,2.6382,True
521,24366,O=C1N(N(C(C1=NNC=2C(=NN(C2O)C3=CC=CC=C3)C)=C)C)C4=CC=CC=C4,5.13288879394531,5436641,pubchem_screening,388.431,7,2,3.06152,True
524,24571,OC1=NN2C(N=C(C=C2O)C)=C1N=NC=3C=CC=CC3,5.1329083442688,CHEMBL3190340,chembl20,269.264,7,2,2.86432,True
526,24585,OC=1N(C(O)=CC1NC2CCCCC2)C3=CC=CC=C3,5.13292932510376,2848177,pubchem_screening,272.348,4,3,3.6331,True
527,24588,OC1=NC(N2CCCC2)=NC=3CN(CCC31)C(=O)CC4=CC(OC)=C(O)C=C4,5.13308668136597,16668815,pubchem_screening,384.436,7,2,1.624,True
529,24592,O=C1N(N(C(C1=NC(=O)C2=NOC(CCC)=C2)C)C)C3=CC=CC=C3,5.13330602645874,9550632,pubchem,340.383,5,0,2.4904,True
530,24809,O=C1N(N(C(C1=NC(=O)C2=NOC(=C2)CCC)C)C)C3=CC=CC=C3,5.13330602645874,CHEMBL1541149,chembl20,340.383,5,0,2.4904,True
531,24811,C1CN(CC=2CC3N(C(C2)CCC3)C(=O)C)CCC1NC=4C=CC=5C(=CC(C(F)(F)F)=CC5)N4,5.13338422775269,CHEMBL271847,chembl20,472.555,4,1,5.22960000000001,False
532,24812,OC(C1=NC=2C(C=C1)=CC=CC2)C/C(=N\O)/C,5.13338804244995,CHEMBL3209283,chembl20,230.267,4,2,2.5084,True
534,24820,OC(C/C(=N\O)/C)C1=NC2=C(C=C1)C=CC=C2,5.13338804244995,5923273,pubchem,230.267,4,2,2.5084,True
536,25045,OC(C/C(=N/O)/C)C1=NC2=C(C=C1)C=CC=C2,5.13338804244995,5340884,pubchem_screening,230.267,4,2,2.5084,True
537,25048,N1(C=2C=CC=CC2C(C(=O)OCC3CCN(CC3)CC=NS(O)(=O)C)=C1)C([3H])([3H])[3H],5.13341522216797,CHEMBL518682,chembl20,399.533147834,5,2,2.1524,True
540,25249,O=C1N(N(C(C1=NC(=O)N)C)C)C2=CC=CC=C2,5.13358449935913,CHEMBL1550801,chembl20,246.27,3,1,0.7882,True
541,25253,N1=C(SC(=C1O)CC=2C=CC(N3CCC(NC[C@@H](C4=CN=CC=C4)O)CC3)=CC2)O,5.13361787796021,CHEMBL161950,chembl20,426.542,8,4,2.8321,True
543,25255,ClC1=CC(NC2=NC=NC=3C2=NC(N4CCC(CC4)CN(CC)CC)=NC3)=CC=C1F,5.13387537002564,17756796,pubchem_screening,443.958,7,1,4.5141,True
544,25273,ClC1=CC(NC2=NC=NC3=C2N=C(N4CCC(CC4)CN(CC)CC)N=C3)=CC=C1F,5.13387537002564,CHEMBL1358485,chembl20,443.958,7,1,4.5141,True
545,25276,C=12C(N=C(N(C1O)CCCC)O)=NC(=N2)C=3C=CC=CC3,5.13395071029663,CHEMBL8789,chembl20,284.319,6,2,2.6562,True
546,25278,OC=1N(CCCC)C(O)=NC2=NC(=NC12)C=3C=CC=CC3,5.13395071029663,11781054,pubchem,284.319,6,2,2.6562,True
548,25280,S(CC(=O)N=NC1=C(O)N(CN2CCN(CC2)C)C3=C1C=CC=C3)C=4OC=5C(N4)=CC=CC5,5.13404989242554,5347195,pubchem_screening,464.551,9,1,4.0956,True
549,25283,S1C(NC=2C=CC(CCN3[C@H](C[C@@H](O)CC3)CO)=CC2)=NC(C4=CC(OC)=CC=C4)=C1,5.13419675827026,71814847,pubchem,439.581,7,3,3.9224,True
550,25285,C=12C(N=C(N(C1O)CCC)O)=NC(=N2)C=3C=CC=CC3,5.13426971435547,CHEMBL274855,chembl20,270.292,6,2,2.2661,True
553,25491,O=C1N(N(C(=C1N=CC(C#N)C#N)C)C)C2=CC=CC=C2,5.1344108581543,CHEMBL1334392,chembl20,279.303,6,0,1.85008,True
555,25497,O=C(N1CCCC1)C/C(=N/NC(=O)C2=CC3=C(C=C2O)C=CC=C3)/C,5.13445663452148,9638434,pubchem,339.395,4,2,2.6636,True
556,25673,OC=1C(=CC2=C(C1)C=CC=C2)C(=O)N/N=C(/CC(=O)N3CCCC3)\C,5.13445663452148,CHEMBL3192665,chembl20,339.395,4,2,2.6636,True
558,25687,S\1C(=S)N(CCC(=O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)C(=O)/C1=C\C4=CC(OC)=CC=C4,5.13449192047119,1575377,pubchem_screening,508.625,7,0,3.5362,False
559,25690,N12C(=C(N=C1C=3C=CC=CC3)/C=N/N4CCN(CC4)C)C=CC=C2,5.13462162017822,CHEMBL3199617,chembl20,319.412,5,0,2.5826,True
561,25702,N1(CCN(/N=C/C=2N=C(N3C2C=CC=C3)C=4C=CC=CC4)CC1)C,5.13462162017822,9562808,pubchem,319.412,5,0,2.5826,True
562,25898,C=1(C=2CSCC2C=3C(=NN(C3N1)C)C=4C=CC=CC4)O,5.13473749160767,CHEMBL497591,chembl20,283.356,5,1,3.0877,True
563,25899,C=1(N=C2C(=C(N1)N)C=C(S2)CN3CCC(CC3)F)C4=CC(=CC=C4)C(F)(F)F,5.13477754592896,CHEMBL3217874,chembl20,410.44,5,1,4.8932,True
565,25901,S1/C(/N(CCN(CC)CC)C(C2=CC=CC=C2)=C1)=N\C3=CC=CC=C3,5.13478851318359,1537448,pubchem_screening,351.519,4,0,4.7908,True
566,25931,S1/C(/N(C(C2=CC=CC=C2)=C1)CCN(CC)CC)=N\C3=CC=CC=C3,5.13478851318359,CHEMBL1435075,chembl20,351.519,4,0,4.7908,True
567,25939,S1/C(/N(/N=C/C2=C(O)C(O)=C(O)C=C2)C(=C1)C)=N\C,5.13492679595947,CHEMBL3191780,chembl20,279.321,7,3,1.38752,True
570,25980,S1/C(/N(N=CC=2C(O)=C(O)C(O)=CC2)C(=C1)C)=N\C,5.13492679595947,5834362,pubchem,279.321,7,3,1.38752,True
571,26177,O1C(=C(C=C1CN(CC)CC)C(=O)O)C2=CC=CC=C2,5.13508176803589,CHEMBL1421968,chembl20,273.332,3,1,3.4866,True
573,26182,O1C(CN(CC)CC)=CC(=C1C2=CC=CC=C2)C(O)=O,5.13508176803589,16187039,pubchem,273.332,3,1,3.4866,True
574,26363,S=C(N/N=C/C1=C(O)C=C(N(CC)CC)C=C1)NC,5.13510799407959,CHEMBL1988666,chembl20,280.397,4,3,1.6662,True
576,26384,S=C(NN=CC1=C(O)C=C(N(CC)CC)C=C1)NC,5.13510799407959,6535036,pubchem,280.397,4,3,1.6662,True
578,26580,S1/C(/N(N=CC=2C(O)=C(O)C(O)=CC2)C(C=3OC=CC3)=C1)=N\CCOC,5.13520002365112,6040412,pubchem,375.406,9,3,2.3557,True
579,26762,S1/C(/N(/N=C/C2=C(O)C(O)=C(O)C=C2)C(C=3OC=CC3)=C1)=N\CCOC,5.13520002365112,CHEMBL1984240,chembl20,375.406,9,3,2.3557,True
580,26792,N1=C(C2=C(N=C1C=3C=CC=C(O)C3)N(C=N2)C4CCN(CC4)CC=5C=CC(=NC5)OC)N6CCOCC6,5.13525056838989,CHEMBL591807,chembl20,501.591,10,1,3.2762,False
581,26795,C=1C=C(/C=C/C(=NO)O)C=CC1CN2CCCC(C2)C=3C4=C(NC3)C=CC=C4,5.13526964187622,CHEMBL1094040,chembl20,375.472,3,3,4.9064,True
583,26798,S=C(N=C1C(N(N(C1=O)C2=CC=CC=C2)C)C)NCC=C,5.13527488708496,1850492,pubchem_screening,302.403,3,1,1.77,True
584,26801,S1C(O)=C(/C(=N/C2=C(OC)C=CC=C2)/C)C(O)=C1,5.13538932800293,CHEMBL3214224,chembl20,263.318,5,2,3.3086,True
588,27050,S1C=C(O)C(C(=NC2=C(OC)C=CC=C2)C)=C1O,5.13538932800293,788518,pubchem_screening,263.318,5,2,3.3086,True
589,27053,N=1C2=C(C3=NC(C4=CC=CO4)=NN3C1N)C=NN2CCCC=5C=CC(=CC5)N,5.1354775428772,CHEMBL281805,chembl20,374.408,9,2,2.5312,True
591,27058,O=C1N(N(C(C1=NC(=O)C(C=C2CCC=CC2)C#N)C)C)C3=CC=CC=C3,5.13565015792847,6021734,pubchem,362.433,4,0,3.04238,True
592,27262,O=C1N(N(C(C1=NC(=O)C(C=C2CC=CCC2)C#N)C)C)C3=CC=CC=C3,5.13565015792847,CHEMBL1407584,chembl20,362.433,4,0,3.04238,True
593,27266,N1=C(C2=CN=C(N=C2)N)N=C(C3=C1SC(CC4CCN(CC4)CC(F)(F)F)=C3)N5CCOCC5,5.13565731048584,CHEMBL1949914,chembl20,493.559,9,1,3.3839,True
594,27268,BrC=1C(N2CCC(CC2)CO)=NC(O)=NC1O,5.13568353652954,45263336,pubchem,304.144,6,3,0.859,True
596,27271,FC(F)(F)C1=NC=2C(N(C(CC)C(=O)NC=3C=CC(=CC3)CC)C1=O)=CC=CC2,5.13593673706055,16024791,pubchem_screening,403.404,4,1,4.5675,True
597,27302,FC(F)(F)C1=NC2=C(N(C1=O)C(C(=O)NC=3C=CC(=CC3)CC)CC)C=CC=C2,5.13593673706055,CHEMBL1364755,chembl20,403.404,4,1,4.5675,True
598,27304,OC=1N=C(N=C(C1/N=N\C2=CC=CC=C2)C(=O)O)N,5.13594341278076,CHEMBL1512838,chembl20,259.225,7,3,1.878,True
600,27318,OC1=NC(=NC(=C1N=NC=2C=CC=CC2)C(O)=O)N,5.13594341278076,5459341,pubchem_screening,259.225,7,3,1.878,True
601,27327,O=C1N(N(C(C1=NC(O)C=2ON=C(C2)C3=CC(OC)=CC=C3)C)C)C4=CC=CC=C4,5.13597059249878,CHEMBL1580796,chembl20,406.442,7,1,3.0642,True
603,27331,O1N=C(C=C1C(O)N=C2C(N(N(C2=O)C3=CC=CC=C3)C)C)C4=CC(OC)=CC=C4,5.13597059249878,16193926,pubchem,406.442,7,1,3.0642,True
605,27517,S1/C(/N(CC2=CC=CC=C2)C(=C1)C)=N\C3=C(N(N(C3=O)C4=CC=CC=C4)C)C,5.13597536087036,1528742,pubchem,390.512,6,0,3.93654,True
606,27728,S1/C(=N/C=2C(=O)N(N(C2C)C)C3=CC=CC=C3)/N(C(=C1)C)CC4=CC=CC=C4,5.13597536087036,CHEMBL1704916,chembl20,390.512,6,0,3.93654,True
607,27730,S1/C(=N\C=2C(=O)N(N(C2C)C)C3=CC=CC=C3)/N(C(=C1)C)CC4=CC=CC=C4,5.13597536087036,CHEMBL3213482,chembl20,390.512,6,0,3.93654,True
608,27731,S(CC(=O)NC1CCCCC1)C=2N=C(O)C(C3=CC=CC=C3)=C(O)N2,5.13604497909546,2890791,pubchem_screening,359.451,6,3,3.0958,True
609,27733,S(N=C1[C@@H](C2=CC=C(C=C2)I)CCC1)(O)(O)=C(C)C,5.13605117797852,CHEMBL63355,chembl20,393.29,3,3,4.6098,True
610,27734,O(C1=CC2=C(C=C(C3=NN(CCC4CCN(CC4)CCC)C5=NC=NC(N)=C53)C=C2)C=C1)CC,5.13610792160034,70682524,pubchem,458.61,7,1,5.1395,False
611,27735,O=C1N(N(C(C1=NN=C(C2N=C3C(=N2)C=CC=C3)C#N)C)C)C4=CC=CC=C4,5.13616228103638,5364905,pubchem_screening,371.404,7,0,0.86818,True
614,27934,ClCCN1C2=C(C(N=NC(=S)N)=C1O)C=CC=C2,5.13623523712158,CHEMBL1467505,chembl20,282.756,4,2,2.913,True
615,27944,ON=CC(=NNC=1C=CC=CC1)C,5.13637781143189,5712601,pubchem_screening,177.207,4,2,1.9344,True
616,27947,N(=C(N)N)CCC[C@H](NC([C@@H](CC(=NO)O)CC1=CC2=CC=CC=C2C=C1)=O)C(N)=O,5.13653326034546,CHEMBL2324208,chembl20,428.493,5,6,0.758000000000002,False
617,27948,O[N+]1=C2C([N+](O)=CC1C=3C=CC=CC3)CCCC2,5.13653421401978,CHEMBL1509586,chembl20,246.31,2,2,1.9991,True
618,27949,OCC1=CC=C(C2N3C(CCC2)=CN=C3)C=C1,5.13654136657715,13688218,pubchem,228.295,3,1,2.3011,True
619,27950,S(C=1N=C(N=C2N(C=NC21)CCCC)N)CC=3C=C(F)C=CC3,5.13656377792358,CHEMBL1736181,chembl20,331.42,6,1,3.64,True
621,27957,S(C1=NC(=NC=2N(CCCC)C=NC21)N)CC3=CC(F)=CC=C3,5.13656377792358,241899,pubchem,331.42,6,1,3.64,True
622,28041,S1CCN(C(=O)C2=C3N(N=C2)C(=CC(=N3)C=4C=CC=CC4)C(F)F)CC1,5.13659191131592,CHEMBL1483925,chembl20,374.416,5,0,3.5229,True
624,28049,S1CCN(CC1)C(=O)C2=C3N(N=C2)C(=CC(=N3)C=4C=CC=CC4)C(F)F,5.13659191131592,655220,pubchem,374.416,5,0,3.5229,True
625,28268,O/N=C/1\C=CCC/C(=N\O)/CCC=C1,5.13679695129395,5713361,pubchem_screening,194.234,4,2,2.3332,True
627,28274,OC=1N(N=C(C1C=NCC=C)C)C2=CC=CC=C2,5.13693618774414,16194535,pubchem,241.294,4,1,2.49122,True
628,28473,OC=1N(N=C(C1/C=N/CC=C)C)C2=CC=CC=C2,5.13693618774414,CHEMBL3192572,chembl20,241.294,4,1,2.49122,True
629,28480,C1(=C(C=CC(=C1)CN2CCC(CC2)CNC(/C(=N/O)/C(C)=O)=O)OC)OC,5.13703870773315,CHEMBL3235211,chembl20,377.441,7,2,1.4512,True
630,28481,C1(=CC=2SC(=NC2C=C1)NC3CCN(CC3)CC=4C=CC(=CC4)C(O)=O)N=C(N)C5=CC=CS5,5.13742065429688,CHEMBL234499,chembl20,491.642,7,3,5.1695,False
631,28483,S1C(NC2CCN(CC2)CC=3C=CC(=CC3)C(O)=O)=NC4=C1C=C(/N=C(\N)/C=5SC=CC5)C=C4,5.13742065429688,44430641,pubchem,491.642,7,3,5.1695,False
634,28680,O=C1N(N(C(C1=NNC2=C(O)N=C(O)N=C2O)=C)C)C3=CC=CC=C3,5.13744020462036,CHEMBL1352221,chembl20,342.315,9,4,0.7686,True
636,28698,S=1(O)(O)=CC=2C(=NN(C2NC(=O)C3CCCC3)C4=CC=CC=C4)C1,5.13753080368042,4159770,pubchem,345.424,5,3,3.0658,True
637,28855,S=1(O)(O)=CC2=C(N(N=C2C1)C3=CC=CC=C3)NC(=O)C4CCCC4,5.13753080368042,CHEMBL1707799,chembl20,345.424,5,3,3.0658,True
639,28861,O=C1N(N(C(C1=N)C)C)C2=CC=CC=C2,5.13764810562134,2151,pubchem,203.245,3,1,1.28827,True
640,29027,C=1C=CC=CC1N2C(C(C(N2C)C)=N)=O,5.13764810562134,CHEMBL1165011,chembl20,203.245,3,1,1.28827,True
642,29034,ClC1=C2N(N=C1C(=O)N=C3C(N(N(C3=O)C4=CC=CC=C4)C)C)C(=CC(=N2)C=5C=CC=CC5)C(F)(F)F,5.13775205612183,1019733,pubchem,526.906,6,0,4.9318,False
643,29235,ClC1=C2N(N=C1C(=O)N=C3C(=O)N(N(C3C)C)C4=CC=CC=C4)C(C(F)(F)F)=CC(=N2)C=5C=CC=CC5,5.13775205612183,CHEMBL1410415,chembl20,526.906,6,0,4.9318,False
645,29247,O(C1=CC2=C(C(N(CC2)C)CC=3C=CC(O)=CC3)C=C1O)C,5.13775777816772,2752274,pubchem_screening,299.37,4,2,2.8781,True
646,29270,C1=C(C=C2C3=C(N(CC=4C=CC(=CC4)C(=NO)O)C2=C1)CCN(C3)C)Br,5.13788509368897,CHEMBL2018301,chembl20,414.303,4,2,4.1338,True
647,29271,BrC1=CC=2C3=C(N(C2C=C1)CC=4C=CC(=CC4)C(O)=NO)CCN(C3)C,5.13788509368897,50898589,pubchem,414.303,4,2,4.1338,True
648,29272,O=C1N(N(C(C1=NC(=O)NC=2C=CC(=CC2)CCCC)C)C)C3=CC=CC=C3,5.13799524307251,CHEMBL1556097,chembl20,378.476,3,1,4.2842,True
650,29279,O=C1N(N(C(C1=NC(=O)NC=2C=CC(CCCC)=CC2)C)C)C3=CC=CC=C3,5.13799524307251,24818659,pubchem,378.476,3,1,4.2842,True
651,29437,FC(F)(F)C1=NN(C(O)=C1/C=N/N2CCOCC2)C3=CC=CC=C3,5.13815498352051,CHEMBL3213242,chembl20,340.305,6,1,2.2628,True
653,29443,FC(F)(F)C1=NN(C(O)=C1C=NN2CCOCC2)C3=CC=CC=C3,5.13815498352051,16195244,pubchem,340.305,6,1,2.2628,True
